GPS Log,,,,,,,,
Item,Date,Elapse (s),Longitude,Latitude,Altitude (m),Heading,Speed (km/h),Total Distance (km)
683,47:43.1,"5,228.00",-2.43695,51.377337,69.3,148.5,1.2,0.853
684,47:44.1,"5,229.00",-2.436952,51.37732,69.3,148.5,6.7,0.855
685,47:55.1,"5,240.00",-2.43695,51.377335,69.3,148.6,0.6,0.857
686,47:56.1,"5,241.00",-2.436952,51.377319,69.3,148.6,6.5,0.858
687,48:03.1,"5,248.00",-2.43695,51.377338,69.3,148.6,1.1,0.86
688,48:04.1,"5,249.00",-2.436948,51.377314,69.3,148.6,9.7,0.863
689,48:10.1,"5,255.00",-2.43695,51.377337,69.3,147.4,1.5,0.866
690,48:11.1,"5,256.00",-2.436942,51.377358,69.3,148.4,8.7,0.868
691,48:17.1,"5,262.00",-2.436949,51.377342,69.3,173.9,1.1,0.87
692,48:18.1,"5,263.00",-2.436957,51.377337,69.3,170.6,2.9,0.871
693,48:24.1,"5,269.00",-2.436951,51.377337,69.3,150.9,0.2,0.871
694,48:30.1,"5,275.00",-2.43695,51.377338,69.3,150.9,0.1,0.871
695,48:31.1,"5,276.00",-2.436946,51.377323,69.3,150.9,6.1,0.873
696,48:37.1,"5,282.00",-2.436949,51.377336,69.3,145.6,0.9,0.874
697,48:43.1,"5,288.00",-2.436951,51.377339,69.3,145.6,0.2,0.875
698,48:44.1,"5,289.00",-2.436971,51.377313,69.3,143.2,11.3,0.878
699,48:50.1,"5,295.00",-2.436952,51.377336,69.3,142.2,1.7,0.881
700,48:57.1,"5,302.00",-2.436948,51.377337,69.3,118,0.2,0.881
701,49:03.1,"5,308.00",-2.43695,51.377339,69.3,120.1,0.2,0.881
702,49:10.1,"5,315.00",-2.436951,51.377338,69.3,118,0.1,0.882
703,49:11.1,"5,316.00",-2.436968,51.377325,69.3,118,6.5,0.883
704,49:18.1,"5,323.00",-2.436953,51.377336,69.3,118,0.8,0.885
705,49:30.1,"5,335.00",-2.436949,51.377333,69.3,121.3,0.1,0.885
706,49:31.1,"5,336.00",-2.436953,51.377317,69.3,121.3,6.6,0.887
707,49:43.1,"5,348.00",-2.43695,51.377339,69.3,124.7,0.7,0.89
708,49:44.1,"5,349.00",-2.436956,51.377329,69.3,124.7,4,0.891
709,49:50.1,"5,355.00",-2.436952,51.377335,69.3,124.7,0.4,0.891
710,49:51.1,"5,356.00",-2.436957,51.377328,69.3,124.7,3.2,0.892
711,50:06.1,"5,371.00",-2.436958,51.377326,69.3,124.7,0.1,0.893
712,50:14.1,"5,379.00",-2.436951,51.377336,69.3,122.5,0.5,0.894
713,50:30.1,"5,395.00",-2.43695,51.377332,69.3,119.3,0.1,0.894
714,50:44.1,"5,409.00",-2.436951,51.377337,69.3,116.8,0.2,0.895
715,50:55.1,"5,420.00",-2.436951,51.377332,69.3,115.8,0.2,0.895
716,50:56.1,"5,421.00",-2.436959,51.377321,69.3,115.8,4.7,0.897
717,51:02.1,"5,427.00",-2.436951,51.377335,69.3,120.5,1,0.898
718,51:09.1,"5,434.00",-2.43695,51.377338,69.3,121.9,0.2,0.899
719,51:15.1,"5,440.00",-2.43695,51.377335,69.3,115.6,0.2,0.899
720,51:21.1,"5,446.00",-2.436951,51.37734,69.3,346.4,0.3,0.9
721,51:22.1,"5,447.00",-2.436953,51.377326,69.3,330,5.6,0.901
722,51:28.1,"5,453.00",-2.43695,51.377338,69.3,306.1,0.8,0.902
723,51:29.1,"5,454.00",-2.436957,51.377334,69.3,303.8,2.3,0.903
724,51:35.1,"5,460.00",-2.436951,51.377339,69.3,190.2,0.4,0.904
725,51:41.1,"5,466.00",-2.436949,51.377335,69.3,303.5,0.2,0.904
726,51:42.1,"5,467.00",-2.436951,51.377312,69.3,305.8,9.5,0.907
727,51:48.1,"5,473.00",-2.43695,51.377337,69.3,265.9,1.7,0.91
728,51:54.1,"5,479.00",-2.43695,51.377339,69.3,272.2,0.1,0.91
729,51:55.1,"5,480.00",-2.43695,51.377325,69.3,277.9,5.8,0.911
730,52:01.1,"5,486.00",-2.43695,51.377338,69.3,206.8,0.9,0.913
731,52:02.1,"5,487.00",-2.436955,51.377327,69.3,227.5,4.5,0.914
732,52:08.1,"5,493.00",-2.436951,51.377338,69.3,330.8,0.8,0.915
733,52:10.1,"5,495.00",-2.436932,51.377276,69.3,310.2,12.6,0.922
734,52:16.1,"5,501.00",-2.436959,51.377264,69.3,220.8,1.4,0.925
